Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"LC","Land Cover","001","World","5007","Area from MODIS","6977","Shrubs and/or herbaceous vegetation, aquatic or regularly flooded","2021","2021","1000 ha","114981.8","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6978","Sparsely natural vegetated areas","2011","2011","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6978","Sparsely natural vegetated areas","2016","2016","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6978","Sparsely natural vegetated areas","2021","2021","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6979","Terrestrial barren land","2001","2001","1000 ha","2094808.04","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6979","Terrestrial barren land","2006","2006","1000 ha","2031734.74","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6979","Terrestrial barren land","2011","2011","1000 ha","2008772.16","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6979","Terrestrial barren land","2016","2016","1000 ha","2003172.37","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6979","Terrestrial barren land","2021","2021","1000 ha","2004716.19","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6980","Permanent snow and glaciers","2001","2001","1000 ha","1383499.49","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6980","Permanent snow and glaciers","2006","2006","1000 ha","1382224.79","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6980","Permanent snow and glaciers","2011","2011","1000 ha","1380742.11","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6980","Permanent snow and glaciers","2016","2016","1000 ha","1378223.51","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6980","Permanent snow and glaciers","2021","2021","1000 ha","1380775.07","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6981","Inland water bodies","2001","2001","1000 ha","258246.86","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6981","Inland water bodies","2006","2006","1000 ha","260193.9","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6981","Inland water bodies","2011","2011","1000 ha","258405.34","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6981","Inland water bodies","2016","2016","1000 ha","258834.86","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6981","Inland water bodies","2021","2021","1000 ha","259217.41","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6982","Coastal water bodies and intertidal areas","2011","2011","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6982","Coastal water bodies and intertidal areas","2016","2016","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6982","Coastal water bodies and intertidal areas","2021","2021","1000 ha","","O","Missing value"
"LC","Land Cover","002","Africa","5007","Area from MODIS","6970","Artificial surfaces (including urban and associated areas)","2001","2001","1000 ha","5763.56","E","Estimated value"
"LC","Land Cover","002","Africa","5007","Area from MODIS","6970","Artificial surfaces (including urban and associated areas)","2006","2006","1000 ha","5866.1","E","Estimated value"
"LC","Land Cover","002","Africa","5007","Area from MODIS","6970","Artificial surfaces (including urban and associated areas)","2011","2011","1000 ha","5981.53","E","Estimated value"
"LC","Land Cover","002","Africa","5007","Area from MODIS","6970","Artificial surfaces (including urban and associated areas)","2016","2016","1000 ha","6149.35","E","Estimated value"
"LC","Land Cover","002","Africa","5007","Area from MODIS","6970","Artificial surfaces (including urban and associated areas)","2021","2021","1000 ha","6313.26","E","Estimated value"
"LC","Land Cover","002","Africa","5007","Area from MODIS","6971","Herbaceous crops","2001","2001","1000 ha","169053.45","E","Estimated value"
"LC","Land Cover","002","Africa","5007","Area from MODIS","6971","Herbaceous crops","2006","2006","1000 ha","149795.37","E","Estimated value"
"LC","Land Cover","002","Africa","5007","Area from MODIS","6971","Herbaceous crops","2011","2011","1000 ha","149284.63","E","Estimated value"
"LC","Land Cover","002","Africa","5007","Area from MODIS","6971","Herbaceous crops","2016","2016","1000 ha","152299.98","E","Estimated value"
"LC","Land Cover","002","Africa","5007","Area from MODIS","6971","Herbaceous crops","2021","2021","1000 ha","148044.03","E","Estimated value"
"LC","Land Cover","002","Africa","5007","Area from MODIS","6983","Grassland","2001","2001","1000 ha","712253.08","E","Estimated value"
"LC","Land Cover","002","Africa","5007","Area from MODIS","6983","Grassland","2006","2006","1000 ha","775287.06","E","Estimated value"
"LC","Land Cover","002","Africa","5007","Area from MODIS","6983","Grassland","2011","2011","1000 ha","769922.72","E","Estimated value"
"LC","Land Cover","002","Africa","5007","Area from MODIS","6983","Grassland","2016","2016","1000 ha","776574.6","E","Estimated value"
"LC","Land Cover","002","Africa","5007","Area from MODIS","6983","Grassland","2021","2021","1000 ha","789563.42","E","Estimated value"
"LC","Land Cover","002","Africa","5007","Area from MODIS","6974","Tree-covered areas","2001","2001","1000 ha","839607.82","E","Estimated value"
"LC","Land Cover","002","Africa","5007","Area from MODIS","6974","Tree-covered areas","2006","2006","1000 ha","827371.81","E","Estimated value"
"LC","Land Cover","002","Africa","5007","Area from MODIS","6974","Tree-covered areas","2011","2011","1000 ha","833126.12","E","Estimated value"
"LC","Land Cover","002","Africa","5007","Area from MODIS","6974","Tree-covered areas","2016","2016","1000 ha","820864.81","E","Estimated value"
"LC","Land Cover","002","Africa","5007","Area from MODIS","6974","Tree-covered areas","2021","2021","1000 ha","818132.98","E","Estimated value"
"LC","Land Cover","002","Africa","5007","Area from MODIS","6975","Mangroves","2001","2001","1000 ha","6330.38","E","Estimated value"
"LC","Land Cover","002","Africa","5007","Area from MODIS","6975","Mangroves","2006","2006","1000 ha","4071.28","E","Estimated value"
"LC","Land Cover","002","Africa","5007","Area from MODIS","6975","Mangroves","2011","2011","1000 ha","4254.97","E","Estimated value"
"LC","Land Cover","002","Africa","5007","Area from MODIS","6975","Mangroves","2016","2016","1000 ha","3878.29","E","Estimated value"
"LC","Land Cover","002","Africa","5007","Area from MODIS","6975","Mangroves","2021","2021","1000 ha","3782.78","E","Estimated value"
"LC","Land Cover","002","Africa","5007","Area from MODIS","6976","Shrub-covered areas","2001","2001","1000 ha","208696.22","E","Estimated value"
"LC","Land Cover","002","Africa","5007","Area from MODIS","6976","Shrub-covered areas","2006","2006","1000 ha","196476.24","E","Estimated value"
"LC","Land Cover","002","Africa","5007","Area from MODIS","6976","Shrub-covered areas","2011","2011","1000 ha","198187.16","E","Estimated value"
"LC","Land Cover","002","Africa","5007","Area from MODIS","6976","Shrub-covered areas","2016","2016","1000 ha","201177.1","E","Estimated value"
"LC","Land Cover","002","Africa","5007","Area from MODIS","6976","Shrub-covered areas","2021","2021","1000 ha","193056.15","E","Estimated value"
"LC","Land Cover","002","Africa","5007","Area from MODIS","6977","Shrubs and/or herbaceous vegetation, aquatic or regularly flooded","2001","2001","1000 ha","6642.66","E","Estimated value"
"LC","Land Cover","002","Africa","5007","Area from MODIS","6977","Shrubs and/or herbaceous vegetation, aquatic or regularly flooded","2006","2006","1000 ha","4084.17","E","Estimated value"
"LC","Land Cover","002","Africa","5007","Area from MODIS","6977","Shrubs and/or herbaceous vegetation, aquatic or regularly flooded","2011","2011","1000 ha","4852.83","E","Estimated value"
"LC","Land Cover","002","Africa","5007","Area from MODIS","6977","Shrubs and/or herbaceous vegetation, aquatic or regularly flooded","2016","2016","1000 ha","5093.91","E","Estimated value"
"LC","Land Cover","002","Africa","5007","Area from MODIS","6977","Shrubs and/or herbaceous vegetation, aquatic or regularly flooded","2021","2021","1000 ha","5449.59","E","Estimated value"
"LC","Land Cover","002","Africa","5007","Area from MODIS","6979","Terrestrial barren land","2001","2001","1000 ha","1014189.96","E","Estimated value"
"LC","Land Cover","002","Africa","5007","Area from MODIS","6979","Terrestrial barren land","2006","2006","1000 ha","1001004.48","E","Estimated value"
"LC","Land Cover","002","Africa","5007","Area from MODIS","6979","Terrestrial barren land","2011","2011","1000 ha","998109.63","E","Estimated value"
"LC","Land Cover","002","Africa","5007","Area from MODIS","6979","Terrestrial barren land","2016","2016","1000 ha","997742.03","E","Estimated value"
"LC","Land Cover","002","Africa","5007","Area from MODIS","6979","Terrestrial barren land","2021","2021","1000 ha","998845.83","E","Estimated value"
"LC","Land Cover","002","Africa","5007","Area from MODIS","6980","Permanent snow and glaciers","2001","2001","1000 ha","0.13","E","Estimated value"
"LC","Land Cover","002","Africa","5007","Area from MODIS","6980","Permanent snow and glaciers","2006","2006","1000 ha","0.41","E","Estimated value"
"LC","Land Cover","002","Africa","5007","Area from MODIS","6980","Permanent snow and glaciers","2011","2011","1000 ha","0.93","E","Estimated value"
"LC","Land Cover","002","Africa","5007","Area from MODIS","6980","Permanent snow and glaciers","2016","2016","1000 ha","1.05","E","Estimated value"
"LC","Land Cover","002","Africa","5007","Area from MODIS","6980","Permanent snow and glaciers","2021","2021","1000 ha","0.98","E","Estimated value"
"LC","Land Cover","002","Africa","5007","Area from MODIS","6981","Inland water bodies","2001","2001","1000 ha","22831.3","E","Estimated value"
"LC","Land Cover","002","Africa","5007","Area from MODIS","6981","Inland water bodies","2006","2006","1000 ha","22286.56","E","Estimated value"
"LC","Land Cover","002","Africa","5007","Area from MODIS","6981","Inland water bodies","2011","2011","1000 ha","22469.81","E","Estimated value"
"LC","Land Cover","002","Africa","5007","Area from MODIS","6981","Inland water bodies","2016","2016","1000 ha","22324.52","E","Estimated value"
"LC","Land Cover","002","Africa","5007","Area from MODIS","6981","Inland water bodies","2021","2021","1000 ha","22873.76","E","Estimated value"
"LC","Land Cover","021","Northern America","5007","Area from MODIS","6970","Artificial surfaces (including urban and associated areas)","2001","2001","1000 ha","15211.9","E","Estimated value"
"LC","Land Cover","021","Northern America","5007","Area from MODIS","6970","Artificial surfaces (including urban and associated areas)","2006","2006","1000 ha","15405.31","E","Estimated value"
"LC","Land Cover","021","Northern America","5007","Area from MODIS","6970","Artificial surfaces (including urban and associated areas)","2011","2011","1000 ha","15535.44","E","Estimated value"
"LC","Land Cover","021","Northern America","5007","Area from MODIS","6970","Artificial surfaces (including urban and associated areas)","2016","2016","1000 ha","15621.4","E","Estimated value"
"LC","Land Cover","021","Northern America","5007","Area from MODIS","6970","Artificial surfaces (including urban and associated areas)","2021","2021","1000 ha","15731.8","E","Estimated value"
"LC","Land Cover","021","Northern America","5007","Area from MODIS","6971","Herbaceous crops","2001","2001","1000 ha","181602.29","E","Estimated value"
"LC","Land Cover","021","Northern America","5007","Area from MODIS","6971","Herbaceous crops","2006","2006","1000 ha","189647.15","E","Estimated value"
"LC","Land Cover","021","Northern America","5007","Area from MODIS","6971","Herbaceous crops","2011","2011","1000 ha","192629.54","E","Estimated value"
"LC","Land Cover","021","Northern America","5007","Area from MODIS","6971","Herbaceous crops","2016","2016","1000 ha","195748.5","E","Estimated value"
"LC","Land Cover","021","Northern America","5007","Area from MODIS","6971","Herbaceous crops","2021","2021","1000 ha","189364.03","E","Estimated value"
"LC","Land Cover","021","Northern America","5007","Area from MODIS","6983","Grassland","2001","2001","1000 ha","461899.69","E","Estimated value"
"LC","Land Cover","021","Northern America","5007","Area from MODIS","6983","Grassland","2006","2006","1000 ha","496481.59","E","Estimated value"
"LC","Land Cover","021","Northern America","5007","Area from MODIS","6983","Grassland","2011","2011","1000 ha","505787.77","E","Estimated value"
"LC","Land Cover","021","Northern America","5007","Area from MODIS","6983","Grassland","2016","2016","1000 ha","498446.02","E","Estimated value"
"LC","Land Cover","021","Northern America","5007","Area from MODIS","6983","Grassland","2021","2021","1000 ha","500727.39","E","Estimated value"
"LC","Land Cover","021","Northern America","5007","Area from MODIS","6974","Tree-covered areas","2001","2001","1000 ha","811325.81","E","Estimated value"
"LC","Land Cover","021","Northern America","5007","Area from MODIS","6974","Tree-covered areas","2006","2006","1000 ha","828558.16","E","Estimated value"
"LC","Land Cover","021","Northern America","5007","Area from MODIS","6974","Tree-covered areas","2011","2011","1000 ha","833666.15","E","Estimated value"
"LC","Land Cover","021","Northern America","5007","Area from MODIS","6974","Tree-covered areas","2016","2016","1000 ha","835326.62","E","Estimated value"
"LC","Land Cover","021","Northern America","5007","Area from MODIS","6974","Tree-covered areas","2021","2021","1000 ha","840536.52","E","Estimated value"
"LC","Land Cover","021","Northern America","5007","Area from MODIS","6975","Mangroves","2001","2001","1000 ha","6009.47","E","Estimated value"
"LC","Land Cover","021","Northern America","5007","Area from MODIS","6975","Mangroves","2006","2006","1000 ha","2353.4","E","Estimated value"
"LC","Land Cover","021","Northern America","5007","Area from MODIS","6975","Mangroves","2011","2011","1000 ha","2409.94","E","Estimated value"
"LC","Land Cover","021","Northern America","5007","Area from MODIS","6975","Mangroves","2016","2016","1000 ha","2026.38","E","Estimated value"
"LC","Land Cover","021","Northern America","5007","Area from MODIS","6975","Mangroves","2021","2021","1000 ha","2172.67","E","Estimated value"
"LC","Land Cover","021","Northern America","5007","Area from MODIS","6976","Shrub-covered areas","2001","2001","1000 ha","188666.97","E","Estimated value"
"LC","Land Cover","021","Northern America","5007","Area from MODIS","6976","Shrub-covered areas","2006","2006","1000 ha","187339.28","E","Estimated value"
"LC","Land Cover","021","Northern America","5007","Area from MODIS","6976","Shrub-covered areas","2011","2011","1000 ha","184149.44","E","Estimated value"
"LC","Land Cover","021","Northern America","5007","Area from MODIS","6976","Shrub-covered areas","2016","2016","1000 ha","179940.34","E","Estimated value"
"LC","Land Cover","021","Northern America","5007","Area from MODIS","6976","Shrub-covered areas","2021","2021","1000 ha","179357.26","E","Estimated value"
"LC","Land Cover","021","Northern America","5007","Area from MODIS","6977","Shrubs and/or herbaceous vegetation, aquatic or regularly flooded","2001","2001","1000 ha","97540.46","E","Estimated value"
"LC","Land Cover","021","Northern America","5007","Area from MODIS","6977","Shrubs and/or herbaceous vegetation, aquatic or regularly flooded","2006","2006","1000 ha","51460.81","E","Estimated value"
"LC","Land Cover","021","Northern America","5007","Area from MODIS","6977","Shrubs and/or herbaceous vegetation, aquatic or regularly flooded","2011","2011","1000 ha","47905.95","E","Estimated value"
"LC","Land Cover","021","Northern America","5007","Area from MODIS","6977","Shrubs and/or herbaceous vegetation, aquatic or regularly flooded","2016","2016","1000 ha","49393.87","E","Estimated value"
"LC","Land Cover","021","Northern America","5007","Area from MODIS","6977","Shrubs and/or herbaceous vegetation, aquatic or regularly flooded","2021","2021","1000 ha","46888.86","E","Estimated value"
"LC","Land Cover","021","Northern America","5007","Area from MODIS","6979","Terrestrial barren land","2001","2001","1000 ha","87004.02","E","Estimated value"
"LC","Land Cover","021","Northern America","5007","Area from MODIS","6979","Terrestrial barren land","2006","2006","1000 ha","80203.1","E","Estimated value"
"LC","Land Cover","021","Northern America","5007","Area from MODIS","6979","Terrestrial barren land","2011","2011","1000 ha","71752.34","E","Estimated value"
"LC","Land Cover","021","Northern America","5007","Area from MODIS","6979","Terrestrial barren land","2016","2016","1000 ha","78026.01","E","Estimated value"
"LC","Land Cover","021","Northern America","5007","Area from MODIS","6979","Terrestrial barren land","2021","2021","1000 ha","77954.72","E","Estimated value"
"LC","Land Cover","021","Northern America","5007","Area from MODIS","6980","Permanent snow and glaciers","2001","2001","1000 ha","204640.2","E","Estimated value"
"LC","Land Cover","021","Northern America","5007","Area from MODIS","6980","Permanent snow and glaciers","2006","2006","1000 ha","200584.75","E","Estimated value"
"LC","Land Cover","021","Northern America","5007","Area from MODIS","6980","Permanent snow and glaciers","2011","2011","1000 ha","199677.32","E","Estimated value"
"LC","Land Cover","021","Northern America","5007","Area from MODIS","6980","Permanent snow and glaciers","2016","2016","1000 ha","198584.32","E","Estimated value"
"LC","Land Cover","021","Northern America","5007","Area from MODIS","6980","Permanent snow and glaciers","2021","2021","1000 ha","200730.42","E","Estimated value"
"LC","Land Cover","021","Northern America","5007","Area from MODIS","6981","Inland water bodies","2001","2001","1000 ha","61393.48","E","Estimated value"
"LC","Land Cover","021","Northern America","5007","Area from MODIS","6981","Inland water bodies","2006","2006","1000 ha","63258.54","E","Estimated value"
"LC","Land Cover","021","Northern America","5007","Area from MODIS","6981","Inland water bodies","2011","2011","1000 ha","61767.19","E","Estimated value"
"LC","Land Cover","021","Northern America","5007","Area from MODIS","6981","Inland water bodies","2016","2016","1000 ha","62154.6","E","Estimated value"
"LC","Land Cover","021","Northern America","5007","Area from MODIS","6981","Inland water bodies","2021","2021","1000 ha","61704.24","E","Estimated value"
"LC","Land Cover","005","South America","5007","Area from MODIS","6970","Artificial surfaces (including urban and associated areas)","2001","2001","1000 ha","8488.45","E","Estimated value"
"LC","Land Cover","005","South America","5007","Area from MODIS","6970","Artificial surfaces (including urban and associated areas)","2006","2006","1000 ha","8532.78","E","Estimated value"
"LC","Land Cover","005","South America","5007","Area from MODIS","6970","Artificial surfaces (including urban and associated areas)","2011","2011","1000 ha","8551.12","E","Estimated value"
"LC","Land Cover","005","South America","5007","Area from MODIS","6970","Artificial surfaces (including urban and associated areas)","2016","2016","1000 ha","8580.61","E","Estimated value"
"LC","Land Cover","005","South America","5007","Area from MODIS","6970","Artificial surfaces (including urban and associated areas)","2021","2021","1000 ha","8601.49","E","Estimated value"
"LC","Land Cover","005","South America","5007","Area from MODIS","6971","Herbaceous crops","2001","2001","1000 ha","67391.25","E","Estimated value"
"LC","Land Cover","005","South America","5007","Area from MODIS","6971","Herbaceous crops","2006","2006","1000 ha","68290.17","E","Estimated value"
"LC","Land Cover","005","South America","5007","Area from MODIS","6971","Herbaceous crops","2011","2011","1000 ha","76082.8","E","Estimated value"
"LC","Land Cover","005","South America","5007","Area from MODIS","6971","Herbaceous crops","2016","2016","1000 ha","79395.62","E","Estimated value"
"LC","Land Cover","005","South America","5007","Area from MODIS","6971","Herbaceous crops","2021","2021","1000 ha","87152.72","E","Estimated value"
"LC","Land Cover","005","South America","5007","Area from MODIS","6983","Grassland","2001","2001","1000 ha","349335.86","E","Estimated value"
"LC","Land Cover","005","South America","5007","Area from MODIS","6983","Grassland","2006","2006","1000 ha","371005.09","E","Estimated value"
"LC","Land Cover","005","South America","5007","Area from MODIS","6983","Grassland","2011","2011","1000 ha","362619.11","E","Estimated value"
"LC","Land Cover","005","South America","5007","Area from MODIS","6983","Grassland","2016","2016","1000 ha","383285.86","E","Estimated value"
"LC","Land Cover","005","South America","5007","Area from MODIS","6983","Grassland","2021","2021","1000 ha","385541.9","E","Estimated value"
"LC","Land Cover","005","South America","5007","Area from MODIS","6974","Tree-covered areas","2001","2001","1000 ha","1142387.5","E","Estimated value"
"LC","Land Cover","005","South America","5007","Area from MODIS","6974","Tree-covered areas","2006","2006","1000 ha","1130199.46","E","Estimated value"
"LC","Land Cover","005","South America","5007","Area from MODIS","6974","Tree-covered areas","2011","2011","1000 ha","1128815.95","E","Estimated value"
"LC","Land Cover","005","South America","5007","Area from MODIS","6974","Tree-covered areas","2016","2016","1000 ha","1110437.77","E","Estimated value"
"LC","Land Cover","005","South America","5007","Area from MODIS","6974","Tree-covered areas","2021","2021","1000 ha","1102528.64","E","Estimated value"
"LC","Land Cover","005","South America","5007","Area from MODIS","6975","Mangroves","2001","2001","1000 ha","10719.75","E","Estimated value"
"LC","Land Cover","005","South America","5007","Area from MODIS","6975","Mangroves","2006","2006","1000 ha","6520.09","E","Estimated value"
"LC","Land Cover","005","South America","5007","Area from MODIS","6975","Mangroves","2011","2011","1000 ha","6896.22","E","Estimated value"
"LC","Land Cover","005","South America","5007","Area from MODIS","6975","Mangroves","2016","2016","1000 ha","6428.41","E","Estimated value"
"LC","Land Cover","005","South America","5007","Area from MODIS","6975","Mangroves","2021","2021","1000 ha","6368.33","E","Estimated value"
"LC","Land Cover","005","South America","5007","Area from MODIS","6976","Shrub-covered areas","2001","2001","1000 ha","85056.57","E","Estimated value"
"LC","Land Cover","005","South America","5007","Area from MODIS","6976","Shrub-covered areas","2006","2006","1000 ha","91262.12","E","Estimated value"
"LC","Land Cover","005","South America","5007","Area from MODIS","6976","Shrub-covered areas","2011","2011","1000 ha","91521.5","E","Estimated value"
"LC","Land Cover","005","South America","5007","Area from MODIS","6976","Shrub-covered areas","2016","2016","1000 ha","86908.32","E","Estimated value"
"LC","Land Cover","005","South America","5007","Area from MODIS","6976","Shrub-covered areas","2021","2021","1000 ha","86945.12","E","Estimated value"
"LC","Land Cover","005","South America","5007","Area from MODIS","6977","Shrubs and/or herbaceous vegetation, aquatic or regularly flooded","2001","2001","1000 ha","18617.27","E","Estimated value"
"LC","Land Cover","005","South America","5007","Area from MODIS","6977","Shrubs and/or herbaceous vegetation, aquatic or regularly flooded","2006","2006","1000 ha","7848.49","E","Estimated value"
"LC","Land Cover","005","South America","5007","Area from MODIS","6977","Shrubs and/or herbaceous vegetation, aquatic or regularly flooded","2011","2011","1000 ha","9019.15","E","Estimated value"
"LC","Land Cover","005","South America","5007","Area from MODIS","6977","Shrubs and/or herbaceous vegetation, aquatic or regularly flooded","2016","2016","1000 ha","10173.01","E","Estimated value"
"LC","Land Cover","005","South America","5007","Area from MODIS","6977","Shrubs and/or herbaceous vegetation, aquatic or regularly flooded","2021","2021","1000 ha","8256.63","E","Estimated value"
"LC","Land Cover","005","South America","5007","Area from MODIS","6979","Terrestrial barren land","2001","2001","1000 ha","68227.07","E","Estimated value"
"LC","Land Cover","005","South America","5007","Area from MODIS","6979","Terrestrial barren land","2006","2006","1000 ha","68164.17","E","Estimated value"
"LC","Land Cover","005","South America","5007","Area from MODIS","6979","Terrestrial barren land","2011","2011","1000 ha","68571.82","E","Estimated value"
"LC","Land Cover","005","South America","5007","Area from MODIS","6979","Terrestrial barren land","2016","2016","1000 ha","67535.73","E","Estimated value"
"LC","Land Cover","005","South America","5007","Area from MODIS","6979","Terrestrial barren land","2021","2021","1000 ha","66904.41","E","Estimated value"
"LC","Land Cover","005","South America","5007","Area from MODIS","6980","Permanent snow and glaciers","2001","2001","1000 ha","1699.83","E","Estimated value"
"LC","Land Cover","005","South America","5007","Area from MODIS","6980","Permanent snow and glaciers","2006","2006","1000 ha","2164.7","E","Estimated value"
"LC","Land Cover","005","South America","5007","Area from MODIS","6980","Permanent snow and glaciers","2011","2011","1000 ha","2041.57","E","Estimated value"
"LC","Land Cover","005","South America","5007","Area from MODIS","6980","Permanent snow and glaciers","2016","2016","1000 ha","1948.69","E","Estimated value"
