Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"LC","Land Cover","001","World","5007","Area from MODIS","6980","Permanent snow and glaciers","2011","2011","1000 ha","1380742.11","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6980","Permanent snow and glaciers","2012","2012","1000 ha","1379954.99","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6980","Permanent snow and glaciers","2013","2013","1000 ha","1380260.86","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6980","Permanent snow and glaciers","2014","2014","1000 ha","1380646.23","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6980","Permanent snow and glaciers","2015","2015","1000 ha","1379213.22","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6980","Permanent snow and glaciers","2016","2016","1000 ha","1378223.51","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6980","Permanent snow and glaciers","2017","2017","1000 ha","1381116.87","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6980","Permanent snow and glaciers","2018","2018","1000 ha","1383581.55","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6980","Permanent snow and glaciers","2019","2019","1000 ha","1382271.16","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6980","Permanent snow and glaciers","2020","2020","1000 ha","1379973.93","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6980","Permanent snow and glaciers","2021","2021","1000 ha","1380775.07","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6981","Inland water bodies","2001","2001","1000 ha","258246.86","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6981","Inland water bodies","2002","2002","1000 ha","259846.11","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6981","Inland water bodies","2003","2003","1000 ha","259867.87","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6981","Inland water bodies","2004","2004","1000 ha","259796.49","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6981","Inland water bodies","2005","2005","1000 ha","260219.45","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6981","Inland water bodies","2006","2006","1000 ha","260193.9","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6981","Inland water bodies","2007","2007","1000 ha","260143.69","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6981","Inland water bodies","2008","2008","1000 ha","259724.69","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6981","Inland water bodies","2009","2009","1000 ha","259487.99","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6981","Inland water bodies","2010","2010","1000 ha","258748.87","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6981","Inland water bodies","2011","2011","1000 ha","258405.34","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6981","Inland water bodies","2012","2012","1000 ha","258030.96","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6981","Inland water bodies","2013","2013","1000 ha","258095.79","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6981","Inland water bodies","2014","2014","1000 ha","258128.65","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6981","Inland water bodies","2015","2015","1000 ha","258266.38","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6981","Inland water bodies","2016","2016","1000 ha","258834.86","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6981","Inland water bodies","2017","2017","1000 ha","258874.41","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6981","Inland water bodies","2018","2018","1000 ha","258760.65","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6981","Inland water bodies","2019","2019","1000 ha","259017.17","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6981","Inland water bodies","2020","2020","1000 ha","259147.8","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6981","Inland water bodies","2021","2021","1000 ha","259217.41","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6982","Coastal water bodies and intertidal areas","2011","2011","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6982","Coastal water bodies and intertidal areas","2012","2012","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6982","Coastal water bodies and intertidal areas","2013","2013","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6982","Coastal water bodies and intertidal areas","2014","2014","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6982","Coastal water bodies and intertidal areas","2015","2015","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6982","Coastal water bodies and intertidal areas","2016","2016","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6982","Coastal water bodies and intertidal areas","2017","2017","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6982","Coastal water bodies and intertidal areas","2018","2018","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6982","Coastal water bodies and intertidal areas","2019","2019","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6982","Coastal water bodies and intertidal areas","2020","2020","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6982","Coastal water bodies and intertidal areas","2021","2021","1000 ha","","O","Missing value"
